Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity,EpiphytePerAreagcm2,EpiphytePerAreamgcm2,CanopyHeight,Epifauna_all,Epifauna_large,TempAnomWarm_April,TempAnomWarm_May,EpiphytePerAreaMeadowMg,TempAnomWarm_June,MonthlyMeanTemp_June,DensityLog,Ampithoid_all,Ampithoid_large,Lacuna_all,Lacuna_large,Idoteid_all,Idoteid_large,Latitude,Richness_all,Richness_large,TidalHeightBinary,YearBinary,Meadow
m4,2021-07-24,AK.F.3.U.16,AK,F,U,3,16,295,4,69,295,4,NA,Y,Y,3.0000000000007e-4,11.8,NA,2021,4,1,0.7371175552,4.4298783936,11.8,0.0624675894237288,2.5423728813565254e-5,0.025423728813565253,0.4625666666666667,0.8075643790645755,0.3005225556542668,9.79970707070706,1.088353535353539,0.30216828908871074,1.0618787878788003,10.8155,2.6924062348336304,-2,-2,0.33062090449461584,-0.12164665810687392,-1.6512620579412438,-1.6512620579412438,55.28351833333333,42,36,1,1,AK_F
m8,2021-07-24,AK.F.3.U.17,AK,F,U,3,17,486,4,102,486,4,NA,N,N,3.9999999999995e-4,19.44,NA,2021,5,0,0,13.1634863616,19.44,0,2.0576131687240225e-5,0.020576131687240224,0.4625666666666667,0.8075643790645755,0.3005225556542668,9.79970707070706,1.088353535353539,0.30216828908871074,1.0618787878788003,10.8155,2.6924062348336304,-2,-2,0.33062090449461584,-0.12164665810687392,-1.6512620579412438,-1.6512620579412438,55.28351833333333,42,36,1,1,AK_F
m12,2021-07-24,AK.F.3.U.18,AK,F,U,3,18,376,4.5,81,376,4.5,NA,N,N,7.0000000000003e-4,16.92,NA,2021,4,0,0,10.7758813056,16.92,0,4.137115839243676e-5,0.04137115839243676,0.4625666666666667,0.8075643790645755,0.3005225556542668,9.79970707070706,1.088353535353539,0.30216828908871074,1.0618787878788003,10.8155,2.6924062348336304,-2,-2,0.33062090449461584,-0.12164665810687392,-1.6512620579412438,-1.6512620579412438,55.28351833333333,42,36,1,1,AK_F
m16,2021-07-24,AK.F.3.U.19,AK,F,U,3,19,298,4,50,298,4,NA,Y,N,0.00120000000000009,11.92,NA,2021,4,1,0.4814760832,5.34204384,11.92,0.0403922888590604,1.0067114093960488e-4,0.10067114093960487,0.4625666666666667,0.8075643790645755,0.3005225556542668,9.79970707070706,1.088353535353539,0.30216828908871074,1.0618787878788003,10.8155,2.6924062348336304,-2,-2,0.33062090449461584,-0.12164665810687392,-1.6512620579412438,-1.6512620579412438,55.28351833333333,42,36,1,1,AK_F
m20,2021-07-24,AK.F.3.U.20,AK,F,U,3,20,406,4.5,86,406,4.5,NA,Y,N,1.9999999999997e-4,18.27,NA,2021,5,1,0.028045056,10.9237470656,18.27,0.00153503316912972,1.0946907498629994e-5,0.010946907498629994,0.4625666666666667,0.8075643790645755,0.3005225556542668,9.79970707070706,1.088353535353539,0.30216828908871074,1.0618787878788003,10.8155,2.6924062348336304,-2,-2,0.33062090449461584,-0.12164665810687392,-1.6512620579412438,-1.6512620579412438,55.28351833333333,42,36,1,1,AK_F
m4,2021-07-22,BC.A.1.U.16,BC,A,U,1,16,628,5,125,498,4,0,N,N,0,19.92,no epis,2021,7,0,0,NA,19.92,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m8,2021-07-22,BC.A.1.U.17,BC,A,U,1,17,418,3,52,331,3,0,N,N,0,9.93,no epis,2021,5,0,0,NA,9.93,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m12,2021-07-22,BC.A.1.U.18,BC,A,U,1,18,400,5,90,301,4,0,N,N,0,12.04,no epis / lesion on outer blade,2021,5,0,0,NA,12.04,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m16,2021-07-22,BC.A.1.U.19,BC,A,U,1,19,371,3,92,282,3,0,N,N,0,8.46,no epis,2021,4,0,0,NA,8.46,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m20,2021-07-22,BC.A.1.U.20,BC,A,U,1,20,419,3,78,344,3,0,N,N,0,10.32,no epis,2021,4,0,0,NA,10.32,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m4,2021-07-22,BC.A.2.U.16,BC,A,U,2,16,591,3,106,479,4,1,N,N,0,19.16,no epis,2021,5,1,0.7720839872,6.0341275072,19.16,0.040296659039666,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m8,2021-07-22,BC.A.2.U.17,BC,A,U,2,17,428,4,86,344,4,0,N,N,0,13.76,no epis,2021,5,0,0,NA,13.76,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m12,2021-07-22,BC.A.2.U.18,BC,A,U,2,18,711,4,174,537,4,0,N,N,0,21.48,no epis,2021,5,0,0,NA,21.48,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m16,2021-07-22,BC.A.2.U.19,BC,A,U,2,19,445,3,91,358,3,0,N,N,0,10.74,no epis,2021,6,0,0,NA,10.74,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m20,2021-07-22,BC.A.2.U.20,BC,A,U,2,20,690,4,142,550,4,0,N,N,0,22,no epis,2021,7,0,0,NA,22,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m4,2021-07-22,BC.A.3.U.16,BC,A,U,3,16,718,3,152,458,3,1,N,Y,0,13.74,no epis,2021,5,1,1.68180448,7.9942072576,13.74,0.122402072780204,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m8,2021-07-22,BC.A.3.U.17,BC,A,U,3,17,429,3,96,239,3,1,N,N,0,7.17,no epis,2021,5,1,0.3658082048,6.1635482496,7.17,0.0510192754253835,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m12,2021-07-22,BC.A.3.U.18,BC,A,U,3,18,432,4,98,337,4,1,N,N,0,13.48,no epis / disease prevalence unsure,2021,7,1,0.122787008,6.5477834944,13.48,0.00910882848664688,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m16,2021-07-22,BC.A.3.U.19,BC,A,U,3,19,550,4,114,438,4,1,N,N,0,17.52,no epis,2021,4,1,1.5623073728,13.4605662016,17.52,0.0891727952511416,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m20,2021-07-22,BC.A.3.U.20,BC,A,U,3,20,512,3,81,381,4,1,N,N,0,15.24,no epis,2021,5,1,4.4922067328,4.553815968,15.24,0.294764221312336,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,1,1,BC_A
m4,2021-07-22,BC.A.4.L.16,BC,A,L,4,16,871,6,172,695,5,1,N,N,0.0164999999999997,34.75,NA,2021,4,1,3.3857573632,31.7460326016,35.1317899648,0.0963730389653454,4.696601003402256e-4,0.4696601003402256,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m8,2021-07-22,BC.A.4.L.17,BC,A,L,4,17,442,4,100,341,4,0,N,N,0,13.64,no epis,2021,5,0,0,NA,13.64,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m12,2021-07-22,BC.A.4.L.18,BC,A,L,4,18,512,4,129,388,4,0,N,N,0,15.52,no epis,2021,5,0,0,NA,15.52,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m16,2021-07-22,BC.A.4.L.19,BC,A,L,4,19,564,4,82,448,4,0,N,N,0,17.92,no epis,2021,4,0,0,NA,17.92,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m20,2021-07-22,BC.A.4.L.20,BC,A,L,4,20,826,6,158,635,5,0,N,N,0,31.75,no epis,2021,5,0,0,NA,31.75,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m4,2021-07-22,BC.A.5.L.16,BC,A,L,5,16,638,4,112,506,4,1,N,N,0,20.24,no epis,2021,5,1,3.059158304,5.6074471488,20.24,0.151144184980237,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m8,2021-07-22,BC.A.5.L.17,BC,A,L,5,17,505,4,105,400,3,0,N,N,0,12,no epis,2021,5,0,0,NA,12,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m12,2021-07-22,BC.A.5.L.18,BC,A,L,5,18,890,4,132,508,4,1,N,N,0,20.32,no epis,2021,5,1,1.9259582656,6.4069649536,20.32,0.0947814107086614,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m16,2021-07-22,BC.A.5.L.19,BC,A,L,5,19,490,3,97,355,3,1,N,Y,0,10.65,no epis,2021,4,1,2.4358928896,3.2754647872,10.65,0.228722337051643,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m20,2021-07-22,BC.A.5.L.20,BC,A,L,5,20,790,2,130,170,3,1,N,Y,0,5.1,no epis,2021,4,0,0,NA,5.1,0,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m4,2021-07-22,BC.A.6.L.16,BC,A,L,6,16,631,3,108,522,4,1,N,N,0,20.88,no epis,2021,4,1,5.0916518272,3.1804891264,20.88,0.243853056858238,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m8,2021-07-22,BC.A.6.L.17,BC,A,L,6,17,514,4,118,398,4,1,N,N,0,15.92,no epis,2021,4,1,0.7392209344,7.950863264,15.92,0.0464334757788945,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m12,2021-07-22,BC.A.6.L.18,BC,A,L,6,18,652,4,120,501,4,1,N,N,0,20.04,no epis,2021,5,1,0.9835724736,8.938372832,20.04,0.049080462754491,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m16,2021-07-22,BC.A.6.L.19,BC,A,L,6,19,619,3,124,387,3,1,N,N,0,11.61,no epis,2021,5,1,0.6401104256,6.1037727296,11.61,0.055134403583118,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m20,2021-07-22,BC.A.6.L.20,BC,A,L,6,20,450,4,86,364,4,1,N,N,0,14.56,no epis,2021,4,1,0.7956166656,2.8210989248,14.56,0.0546440017582418,0,0,0.6828666666666666,-0.321404109545724,-0.33170963420279337,10.209040404040408,0.06040404040400027,0.015655336678007514,25.132262626262595,13.123866666666666,2.7120882348626436,-1.828112576862707,-1.828112576862707,-0.9210885655060215,-0.9263362377675746,-1.744304197907629,-1.744304197907629,51.64505166666667,26,26,0,1,BC_A
m4,2021-07-23,BC.C.1.U.16,BC,C,U,1,16,531,4,82,434,3.5,0,Y,Y,0,15.19,no epis,2021,4,0,0,NA,15.19,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m8,2021-07-23,BC.C.1.U.17,BC,C,U,1,17,405,4,92,328,4,0,N,N,0,13.12,no epis,2021,5,0,0,NA,13.12,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m12,2021-07-23,BC.C.1.U.18,BC,C,U,1,18,264,3,64,200,3,0,N,N,0,6,no epis,2021,4,0,0,NA,6,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m16,2021-07-23,BC.C.1.U.19,BC,C,U,1,19,346,4,77,284,4,1,N,N,0,11.36,no epis,2021,4,1,1.1889665536,8.0716367808,11.36,0.104662548732394,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m20,2021-07-23,BC.C.1.U.20,BC,C,U,1,20,270,3,54,222,3,1,N,N,0,6.66,no epis,2021,4,1,0.9097025152,6.4700303744,7.3797328896,0.123270385095104,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m4,2021-07-23,BC.C.2.U.16,BC,C,U,2,16,465,4,75,369,4,0,N,N,0,14.76,no epis,2021,5,0,0,NA,14.76,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m8,2021-07-23,BC.C.2.U.17,BC,C,U,2,17,371,4,62,265,4,0,Y,N,0,10.6,no epis,2021,5,0,0,NA,10.6,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m12,2021-07-23,BC.C.2.U.18,BC,C,U,2,18,234,3,49,117,3,1,N,Y,0,3.51,no epis,2021,3,1,1.0837975936,2.177177248,3.51,0.308774243190883,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m16,2021-07-23,BC.C.2.U.19,BC,C,U,2,19,287,4,45,269,4,0,N,N,0,10.76,no epis,2021,6,0,0,NA,10.76,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m20,2021-07-23,BC.C.2.U.20,BC,C,U,2,20,333,4,62,229,4,0,N,N,0,9.16,no epis,2021,6,0,0,NA,9.16,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m4,2021-07-23,BC.C.3.U.16,BC,C,U,3,16,253,4,56,125,3,0,N,N,0,3.75,no epis,2021,6,0,0,NA,3.75,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m8,2021-07-23,BC.C.3.U.17,BC,C,U,3,17,172,3,34,146,2,0,N,N,0,2.92,no epis,2021,5,0,0,NA,2.92,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m12,2021-07-23,BC.C.3.U.18,BC,C,U,3,18,289,3,55,217,3,0,N,N,0,6.51,no epis,2021,4,0,0,NA,6.51,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m16,2021-07-23,BC.C.3.U.19,BC,C,U,3,19,361,3,50,295,3,1,N,N,0,8.85,maybe lesion,2021,4,1,0.4914536512,6.6141208384,8.85,0.0555314860112994,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m20,2021-07-23,BC.C.3.U.20,BC,C,U,3,20,438,4,88,352,4,1,Y,N,0,14.08,NA,2021,5,1,0.134562336,13.341446624,14.08,0.00955698409090909,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,1,1,BC_C
m4,2021-07-23,BC.C.4.L.16,BC,C,L,4,16,523,4,110,404,5,0,Y,Y,0,20.2,NA,2021,5,1,1.952726912,8.177830464,20.2,0.0966696491089109,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m8,2021-07-23,BC.C.4.L.17,BC,C,L,4,17,280,2,42,142,2,1,N,N,0,2.84,maybe lesion,2021,4,0,0,2.5892777728,2.84,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m12,2021-07-23,BC.C.4.L.18,BC,C,L,4,18,464,7,70,14,6,0,N,Y,0,0.84,says 14mm on datasheet (seems strangely short?),2021,3,0,0,NA,0.84,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m16,2021-07-23,BC.C.4.L.19,BC,C,L,4,19,433,5,85,312,4,0,N,N,0,12.48,NA,2021,3,0,0,NA,12.48,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m20,2021-07-23,BC.C.4.L.20,BC,C,L,4,20,555,4,60,180,4,1,N,Y,0,7.2,NA,2021,4,1,1.6675662208,6.1432515392000004,7.81081776,0.21349444732148,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m4,2021-07-23,BC.C.5.L.16,BC,C,L,5,16,668,6,94,531,5,0,N,N,0,26.55,NA,2021,6,0,0,NA,26.55,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
